"id","depo_org_id","drug_id","quantity","tarif","ppn","sub_total","tanggal"
10571,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-17"
10572,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10573,70,DRx0014992,3,466.0,0.0,1398.0,"2024-03-08"
10574,70,DRx0014992,3,466.0,0.0,1398.0,"2024-03-09"
10575,70,DRx0014992,12,466.0,1742.0,5592.0,"2024-03-09"
10576,109,DRx0014992,34,517.0,0.0,17586.0,"2024-03-15"
10577,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-16"
10578,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10579,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10580,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10581,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
10582,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
10583,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-05"
10584,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10585,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10586,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10587,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
10588,1,DRx0014992,15,466.0,0.0,6990.0,"2024-01-05"
10589,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-09"
10590,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10591,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10592,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10593,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10594,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10595,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10596,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
10597,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-20"
10598,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-12"
10599,415,DRx0014992,20,466.0,51.0,9320.0,"2024-01-16"
10600,109,DRx0014992,15,517.0,51.0,7758.0,"2024-01-23"
10601,109,DRx0014992,15,517.0,41.0,7758.0,"2024-02-22"
10602,109,DRx0014992,15,414.0,0.0,6210.0,"2024-03-26"
10603,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10604,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10605,70,DRx0014992,10,466.0,0.0,4660.0,"2024-01-21"
10606,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
10607,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10608,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10609,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10610,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10611,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
10612,218,DRx0014697,1,2585.0,41.0,2585.0,"2024-01-06"
10613,109,DRx0014992,14,414.0,41.0,5796.0,"2024-03-21"
10614,109,DRx0014992,14,414.0,0.0,5796.0,"2024-04-22"
10615,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10616,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10617,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10618,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10619,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10620,218,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-01"
10621,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
10622,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10623,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10624,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
10625,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-13"
10626,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10627,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-06"
10628,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
10629,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
10630,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10631,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10632,415,DRx0014992,5,466.0,0.0,2330.0,"2024-01-08"
10633,415,DRx0014992,1,466.0,0.0,466.0,"2024-01-11"
10634,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-09"
10635,415,DRx0014992,3,466.0,0.0,1398.0,"2024-01-10"
10636,415,DRx0014992,17,466.0,0.0,7922.0,"2024-01-11"
10637,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10638,415,DRx0014697,2,2585.0,1537.0,5170.0,"2024-01-06"
10639,109,DRx0014992,30,517.0,0.0,15517.0,"2024-01-18"
10640,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10641,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-15"
10642,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-24"
10643,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-27"
10644,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-25"
10645,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-06"
10646,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-06"
10647,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10648,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
10649,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
10650,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-09"
10651,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10652,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
10653,70,DRx0014697,3,2585.0,0.0,7755.0,"2024-03-04"
10654,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10655,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10656,415,DRx0014992,4,466.0,0.0,1864.0,"2024-01-14"
10657,415,DRx0014992,21,466.0,0.0,9786.0,"2024-01-15"
10658,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
10659,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10660,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-06"
10661,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10662,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-07"
10663,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10664,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10665,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10666,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10667,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10668,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10669,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10670,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-08"
10671,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-07"
10672,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10673,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10674,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10675,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10676,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10677,70,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-11"
10678,109,DRx0014992,20,517.0,51.0,10345.0,"2024-01-17"
10679,109,DRx0014992,10,517.0,0.0,5172.0,"2024-02-29"
10680,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10681,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10682,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10683,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10684,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-07"
10685,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10686,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-07"
10687,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10688,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10689,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10690,1,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-17"
10691,109,DRx0014992,15,517.0,51.0,7758.0,"2024-02-15"
10692,109,DRx0014992,15,517.0,0.0,7758.0,"2024-03-14"
10693,1,DRx0014697,1,2068.0,0.0,2068.0,"2024-03-18"
10694,415,DRx0014992,5,466.0,0.0,2330.0,"2024-01-09"
10695,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10696,415,DRx0014992,9,466.0,0.0,4194.0,"2024-01-10"
10697,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10698,415,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-08"
10699,109,DRx0014992,10,517.0,0.0,5172.0,"2024-01-16"
10700,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
10701,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10702,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-27"
10703,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10704,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10705,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10706,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-30"
10707,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-30"
10708,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-04"
10709,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-05"
10710,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-06"
10711,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-03"
10712,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10713,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10714,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10715,70,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-26"
10716,404,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
10717,404,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-13"
10718,404,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-13"
10719,404,DRx0014697,2,2585.0,0.0,5170.0,"2024-03-05"
10720,404,DRx0014697,2,2068.0,0.0,4136.0,"2024-03-28"
10721,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10722,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-14"
10723,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10724,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10725,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10726,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10727,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10728,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10729,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10730,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10731,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10732,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10733,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10734,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-30"
10735,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
10736,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
10737,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-31"
10738,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-08"
10739,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10740,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10741,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-08"
10742,70,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-09"
10743,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10744,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-08"
10745,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-08"
10746,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10747,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10748,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10749,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10750,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
10751,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
10752,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10753,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10754,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-16"
10755,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-03-14"
10756,415,DRx0014992,4,466.0,0.0,1864.0,"2024-01-08"
10757,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-09"
10758,415,DRx0014992,3,466.0,0.0,1398.0,"2024-01-10"
10759,415,DRx0014992,1,466.0,0.0,466.0,"2024-01-11"
10760,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
10761,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-08"
10762,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10763,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10764,70,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-10"
10765,109,DRx0014992,14,517.0,0.0,7241.0,"2024-01-18"
10766,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10767,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
10768,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10769,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10770,70,DRx0014992,4,466.0,0.0,1864.0,"2024-01-09"
10771,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10772,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-10"
10773,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-11"
10774,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-13"
10775,70,DRx0014992,1,466.0,0.0,466.0,"2024-01-12"
10776,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
10777,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
10778,415,DRx0014992,20,466.0,0.0,9320.0,"2024-01-31"
10779,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
10780,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
10781,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-15"
10782,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
10783,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-15"
10784,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-16"
10785,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-17"
10786,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-15"
10787,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
10788,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-10"
10789,70,DRx0014992,2,373.0,0.0,746.0,"2024-04-11"
10790,170,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-12"
10791,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-12"
10792,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-19"
10793,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-12"
10794,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-19"
10795,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-20"
10796,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-21"
10797,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-16"
10798,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-13"
10799,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-14"
10800,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-15"
10801,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-17"
10802,70,DRx0014992,1,373.0,0.0,373.0,"2024-04-18"
10803,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-19"
10804,70,DRx0014697,1,2068.0,0.0,2068.0,"2024-04-20"
10805,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-22"
10806,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-14"
10807,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-17"
10808,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-21"
10809,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-18"
10810,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-13"
10811,70,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-15"
10812,70,DRx0014697,3,2068.0,0.0,6204.0,"2024-04-16"
10813,170,DRx0014697,2,2068.0,0.0,4136.0,"2024-04-13"
10814,1,DRx0014697,2,2068.0,0.0,4136.0,"2024-05-06"
10815,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10816,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-09"
10817,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10818,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-15"
10819,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-17"
10820,70,DRx0014697,1,2585.0,51.0,2585.0,"2024-02-18"
10821,109,DRx0014992,20,517.0,0.0,10345.0,"2024-02-26"
10822,70,DRx0014697,2,2585.0,51.0,5170.0,"2024-01-11"
10823,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-24"
10824,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10825,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-10"
10826,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-09"
10827,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-13"
10828,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10829,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
10830,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-12"
10831,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
10832,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-17"
10833,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-16"
10834,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-17"
10835,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
10836,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-19"
10837,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-25"
10838,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-25"
10839,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-25"
10840,170,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
10841,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
10842,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-28"
10843,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
10844,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
10845,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-31"
10846,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-03"
10847,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-30"
10848,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
10849,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-17"
10850,1,DRx0014992,15,466.0,0.0,6990.0,"2024-02-12"
10851,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
10852,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
10853,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-21"
10854,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-22"
10855,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-23"
10856,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-12"
10857,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10858,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-15"
10859,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
10860,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
10861,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10862,218,DRx0014697,1,2585.0,51.0,2585.0,"2024-02-06"
10863,109,DRx0014992,10,517.0,0.0,5172.0,"2024-02-21"
10864,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-16"
10865,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10866,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-17"
10867,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-22"
10868,415,DRx0014697,5,2585.0,0.0,12925.0,"2024-01-16"
10869,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10870,218,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-19"
10871,415,DRx0014992,4,466.0,0.0,1864.0,"2024-01-15"
10872,415,DRx0014992,20,466.0,0.0,9320.0,"2024-01-15"
10873,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10874,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-31"
10875,218,DRx0014697,1,2585.0,51.0,2585.0,"2024-01-11"
10876,109,DRx0014992,10,517.0,0.0,5172.0,"2024-01-10"
10877,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10878,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
10879,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10880,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-12"
10881,70,DRx0014992,5,466.0,0.0,2330.0,"2024-01-14"
10882,415,DRx0014992,3,466.0,0.0,1398.0,"2024-01-14"
10883,415,DRx0014992,3,466.0,0.0,1398.0,"2024-01-16"
10884,415,DRx0014992,1,466.0,0.0,466.0,"2024-01-17"
10885,1,DRx0014697,2,2585.0,1025.0,5170.0,"2024-01-10"
10886,109,DRx0014992,20,517.0,0.0,10345.0,"2024-01-11"
10887,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-10"
10888,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-11"
10889,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-14"
10890,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
10891,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10892,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10893,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-29"
10894,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-10"
10895,1,DRx0014992,10,373.0,0.0,3730.0,"2024-04-06"
10896,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-25"
10897,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
10898,415,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-26"
10899,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-28"
10900,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-02-05"
10901,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-12"
10902,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-26"
10903,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-12"
10904,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-22"
10905,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-25"
10906,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
10907,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-16"
10908,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-17"
10909,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-18"
10910,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-20"
10911,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-29"
10912,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
10913,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-13"
10914,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-15"
10915,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-27"
10916,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-13"
10917,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-03"
10918,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-28"
10919,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-23"
10920,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-01"
10921,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-21"
10922,415,DRx0014697,1,2585.0,0.0,2585.0,"2024-02-02"
10923,415,DRx0014697,3,2585.0,0.0,7755.0,"2024-01-19"
10924,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-31"
10925,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-10"
10926,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-11"
10927,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-12"
10928,70,DRx0014992,3,466.0,0.0,1398.0,"2024-01-13"
10929,70,DRx0014992,6,466.0,0.0,2796.0,"2024-01-13"
10930,1,DRx0014992,1,466.0,0.0,466.0,"2024-01-10"
10931,415,DRx0014992,10,466.0,0.0,4660.0,"2024-01-19"
10932,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10933,415,DRx0014992,5,466.0,0.0,2330.0,"2024-01-19"
10934,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-15"
10935,70,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-14"
10936,1,DRx0014992,10,466.0,0.0,4660.0,"2024-01-11"
10937,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-11"
10938,1,DRx0014697,2,2585.0,0.0,5170.0,"2024-02-23"
10939,415,DRx0014697,1,2585.0,51.0,2585.0,"2024-02-28"
10940,109,DRx0014992,5,517.0,51.0,2586.0,"2024-02-23"
10941,109,DRx0014992,15,517.0,0.0,7758.0,"2024-01-11"
10942,1,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-13"
10943,415,DRx0014992,20,466.0,51.0,9320.0,"2024-01-17"
10944,109,DRx0014992,20,517.0,51.0,10345.0,"2024-01-24"
10945,109,DRx0014992,20,517.0,51.0,10345.0,"2024-01-31"
10946,109,DRx0014992,90,517.0,0.0,46553.0,"2024-02-07"
10947,218,DRx0014697,1,2585.0,0.0,2585.0,"2024-01-24"
10948,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-24"
10949,70,DRx0014697,2,2585.0,0.0,5170.0,"2024-01-12"
